mysql> select i.f,i.c,e.f,e.c from incomefamily i,expensefamily e where i.f=e.f;
+------+------+------+------+
| f    | c    | f    | c    |
| 2642 |  261 |
| 2643 |  240 |
| 2644 |  242 |
| 2645 |  264 |
| 2646 |  262 |
| 2649 |  349 |
| 265  |  621 |
| 2650 |  333 |
| 2651 |  306 |
| 2652 |  251 |
| 2654 |  328 |
| 2655 |  381 |
| 2656 |  357 |
| 2657 |  301 |
| 2658 |  164 |
| 266  |  485 |
| 2660 |  129 |
| 2664 |  248 |
| 2665 |  258 |
| 2669 |  244 |
| 267  |  356 |
| 2670 |  261 |
| 2672 |  243 |
| 2673 |  282 |
| 2674 |  316 |
| 2676 |  240 |
| 2677 |  138 |
| 2678 |  134 |
| 2679 |  397 |
| 268  |  364 |
| 2681 |  390 |
| 2682 |  372 |
| 2683 |  311 |
| 2684 |  127 |
| 2685 |  175 |
| 2686 |  246 |
| 2688 |  552 |
| 2692 |  233 |
| 2693 |  239 |
| 2694 |  269 |
| 2695 |  397 |
| 2696 |  513 |
| 2697 |  403 |
| 2698 |  451 |
| 2699 |  476 |
| 27   |  401 |
| 2700 |  423 |
| 2702 |  127 |
| 2703 |  126 |
| 2704 |  251 |
| 2705 |  253 |
| 2706 |  249 |
| 2707 |  466 |
| 2708 |  353 |
| 271  |  260 |
| 2713 |  250 |
| 2715 |  352 |
| 2716 |  398 |
| 2717 |  377 |
| 2718 |  325 |
| 2719 |  298 |
| 272  |  463 |
| 2721 |  288 |
| 2723 |  279 |
| 2724 |  263 |
| 2725 |  308 |
| 2726 |  308 |
| 2727 |  312 |
| 2728 |  151 |
| 2729 |  152 |
| 273  |  432 |
| 2730 |  159 |
| 2731 |  172 |
| 2732 |  163 |
| 2733 |  164 |
| 2734 |  157 |
| 2735 |  167 |
| 2736 |  203 |
| 2737 |  279 |
| 2738 |  325 |
| 2739 |  331 |
| 274  |  402 |
| 2740 |  313 |
| 2742 |  269 |
| 2743 |  249 |
| 2747 |  239 |
| 2748 |  297 |
| 2749 |  327 |
| 275  |  219 |
| 2750 |  278 |
| 2752 |  309 |
| 2753 |  404 |
| 2755 |  261 |
| 2758 |  322 |
| 276  |  484 |
| 2763 |  300 |
| 2769 |  170 |
| 277  |  415 |
| 2771 |  310 |
| 2777 |  331 |
| 2778 |  269 |
| 2779 |  287 |
| 278  |  471 |
| 2780 |  274 |
| 2781 |  355 |
| 2782 |  293 |
| 2783 |  349 |
| 2784 |  298 |
| 2785 |  311 |
| 2787 |  250 |
| 279  |  464 |
| 2792 |  494 |
| 2793 |  219 |
| 2794 |  251 |
| 2795 |  322 |
| 2796 |  305 |
| 2797 |  288 |
| 2798 |  306 |
| 2799 |  331 |
| 28   |  420 |
| 280  |  495 |
| 2800 |  326 |
| 2801 |  318 |
| 2802 |  332 |
| 2804 |  371 |
| 2805 |  321 |
| 2806 |  373 |
| 2808 |  292 |
| 281  |  485 |
| 2810 |  221 |
| 2811 |  304 |
| 2812 |  305 |
| 2813 |  305 |
| 2817 |  242 |
| 2818 |  262 |
| 2819 |  288 |
| 282  |  421 |
| 2823 |  308 |
| 2825 |  252 |
| 2827 |  324 |
| 283  |  373 |
| 2834 |  260 |
| 2835 |  301 |
| 2836 |  138 |
| 2837 |  287 |
| 2838 |  316 |
| 2839 |  239 |
| 2844 |  264 |
| 2845 |  258 |
| 2846 |  312 |
| 2847 |  310 |
| 2848 |  273 |
| 2849 |  275 |
| 2850 |  319 |
| 2851 |  398 |
| 2852 |  265 |
| 2853 |  209 |
| 2854 |  289 |
| 2855 |  188 |
| 2856 |  200 |
| 2857 |  216 |
| 2858 |  364 |
| 2859 |  265 |
| 286  |  452 |
| 2860 |  272 |
| 2862 |  264 |
| 2863 |  254 |
| 2864 |  275 |
| 2865 |  256 |
| 2866 |  319 |
| 2868 |  382 |
| 2869 |  242 |
| 2870 |  277 |
| 2873 |  289 |
| 2875 |  333 |
| 2877 |  374 |
| 2878 |  263 |
| 288  |  598 |
| 2881 |  334 |
| 2882 |  200 |
| 2884 |  281 |
| 2885 |  124 |
| 2886 |  127 |
| 2887 |  126 |
| 2888 |  133 |
| 2889 |  198 |
| 289  |  490 |
| 2891 |  132 |
| 2893 |  133 |
| 2896 |  183 |
| 2897 |  292 |
| 2898 |  191 |
| 2899 |  229 |
| 29   |  453 |
| 290  |  580 |
| 2900 |  245 |
| 2901 |  234 |
| 2902 |  227 |
| 2903 |  228 |
| 2904 |  238 |
| 2905 |  241 |
| 2906 |  235 |
| 2908 |  278 |
| 2909 |  209 |
| 291  |  655 |
| 2910 |  221 |
| 2911 |  254 |
| 2912 |  270 |
| 2914 |  229 |
| 2916 |  314 |
| 2917 |  210 |
| 2919 |  219 |
| 292  |  615 |
| 2920 |  279 |
| 2921 |  187 |
| 2923 |  153 |
| 2924 |  281 |
| 2925 |  146 |
| 2926 |  271 |
| 2927 |  137 |
| 293  |  493 |
| 2930 |  146 |
| 2931 |  169 |
| 2932 |  198 |
| 2934 |  202 |
| 2935 |  240 |
| 2936 |  227 |
| 2937 |  244 |
| 2938 |  273 |
| 2939 |  185 |
| 2940 |  314 |
| 2941 |  256 |
| 2944 |  243 |
| 2945 |  243 |
| 2946 |  238 |
| 2947 |  238 |
| 2948 |  239 |
| 2949 |  233 |
| 295  |  616 |
| 2950 |  235 |
| 2951 |  138 |
| 2952 |  132 |
| 2953 |  131 |
| 2956 |  329 |
| 2957 |  139 |
| 2958 |  133 |
| 2959 |  250 |
| 2960 |  252 |
| 2961 |  399 |
| 2962 |  239 |
| 2963 |  239 |
| 2964 |  237 |
| 2965 |  243 |
| 2966 |  238 |
| 2967 |  241 |
| 2968 |  234 |
| 2969 |  246 |
| 297  |  633 |
| 2971 |  252 |
| 2972 |  250 |
| 2973 |  248 |
| 2974 |  248 |
| 2977 |  289 |
| 2978 |  347 |
| 2979 |  469 |
| 2980 |  334 |
| 2981 |  328 |
| 2982 |  362 |
| 2984 |  390 |
| 2985 |  129 |
| 2986 |  127 |
| 2987 |  129 |
| 2988 |  143 |
| 2989 |  246 |
| 2990 |  251 |
| 2993 |  318 |
| 2994 |  381 |
| 2995 |  278 |
| 2997 |  245 |
| 2998 |  252 |
| 2999 |  251 |
| 30   |  379 |
| 300  |  615 |
| 3004 |  248 |
| 3005 |  206 |
| 3006 |  331 |
| 3008 |  280 |
| 3009 |  197 |
| 301  |  543 |
| 3010 |  265 |
| 3011 |  258 |
| 3012 |  345 |
| 3013 |  379 |
| 3016 |  268 |
| 3017 |  208 |
| 302  |  635 |
| 3020 |  165 |
| 3021 |  174 |
| 3022 |  123 |
| 3023 |  130 |
| 3024 |  177 |
| 3025 |  250 |
| 3027 |  165 |
| 3029 |  297 |
| 303  |  589 |
| 3030 |  272 |
| 3031 |  256 |
| 3034 |  233 |
| 3035 |  288 |
| 3039 |  258 |
| 304  |  613 |
| 3040 |  235 |
| 3041 |  246 |
| 3042 |  260 |
| 3043 |  234 |
| 3045 |  217 |
| 3046 |  262 |
| 3047 |  240 |
| 3048 |  210 |
| 3049 |  332 |
| 3050 |  193 |
| 3051 |  232 |
| 3052 |  238 |
| 3053 |  217 |
| 3054 |  413 |
| 3055 |  360 |
| 3056 |  272 |
| 3057 |  380 |
| 3058 |  272 |
| 306  |  549 |
| 3060 |  191 |
| 3062 |  175 |
| 3063 |  233 |
| 3065 |  227 |
| 3066 |  178 |
| 3067 |  124 |
| 3068 |  181 |
| 3069 |  177 |
| 3070 |  381 |
| 3071 |  274 |
| 3073 |  234 |
| 3075 |  335 |
| 3077 |  207 |
| 3078 |  296 |
| 3079 |  275 |
| 308  |  430 |
| 3082 |  286 |
| 3083 |  273 |
| 3084 |  234 |
| 3087 |  246 |
| 3088 |  260 |
| 3089 |  258 |
| 309  |  559 |
| 3091 |  241 |
| 3092 |  242 |
| 3094 |  305 |
| 3095 |  282 |
| 3096 |  309 |
| 3097 |  125 |
| 3098 |  149 |
| 3099 |  167 |
| 310  |  436 |
| 3100 |  193 |
| 3101 |  173 |
| 3102 |  137 |
| 3103 |  161 |
| 3104 |  166 |
| 3105 |  302 |
| 3106 |  253 |
| 3107 |  257 |
| 3108 |  239 |
| 3109 |  311 |
| 312  |  443 |
| 3120 |  192 |
| 3121 |  234 |
| 3128 |  272 |
| 313  |  573 |
| 3134 |  147 |
| 3135 |  200 |
| 3138 |  126 |
| 3139 |  282 |
| 314  |  440 |
| 3141 |  230 |
| 3144 |  210 |
| 3145 |  318 |
| 3147 |  262 |
| 3149 |  197 |
| 315  |  437 |
| 3150 |  206 |
| 3151 |  254 |
| 3155 |  257 |
| 3156 |  292 |
| 3157 |  158 |
| 3158 |  197 |
| 3159 |  179 |
| 316  |  382 |
| 3164 |  170 |
| 3166 |  277 |
| 3167 |  133 |
| 3168 |  235 |
| 3169 |  243 |
| 317  |  560 |
| 3170 |  316 |
| 3172 |  340 |
| 3174 |  295 |
| 3175 |  423 |
| 3176 |  240 |
| 3177 |  184 |
| 3178 |  247 |
| 3179 |  204 |
| 318  |  662 |
| 3180 |  262 |
| 3181 |  322 |
| 3182 |  290 |
| 3183 |  286 |
| 3184 |  287 |
| 3185 |  228 |
| 3186 |  550 |
| 3188 |  292 |
| 3189 |  243 |
| 319  |  607 |
| 3190 |  306 |
| 3191 |  226 |
| 3194 |  260 |
| 3195 |  270 |
| 3196 |  248 |
| 3197 |  234 |
| 32   |  561 |
| 320  |  736 |
| 3200 |  238 |
| 3202 |  361 |
| 3204 |  265 |
| 3205 |  323 |
| 3206 |  308 |
| 3207 |  200 |
| 3208 |  216 |
| 3211 |  201 |
| 3212 |  165 |
| 3213 |  159 |
| 3214 |  207 |
| 3215 |  241 |
| 3218 |  247 |
| 3221 |  143 |
| 3222 |  225 |
| 3223 |  167 |
| 3224 |  142 |
| 3227 |  192 |
| 3229 |  238 |
| 323  |  593 |
| 3230 |  240 |
| 3232 |  239 |
| 3236 |  239 |
| 3237 |  242 |
| 3238 |  237 |
| 3239 |  237 |
| 324  |  649 |
| 3240 |  173 |
| 3241 |  132 |
| 3244 |  134 |
| 3245 |  132 |
| 325  |  578 |
| 3250 |  443 |
| 3255 |  326 |
| 3257 |  326 |
| 3258 |  318 |
| 326  |  590 |
| 3261 |  310 |
| 3262 |  141 |
| 3263 |  214 |
| 3264 |  125 |
| 3265 |  127 |
| 3266 |  130 |
| 3267 |  139 |
| 3268 |  137 |
| 3269 |  153 |
| 327  |  467 |
| 3270 |  250 |
| 3271 |  251 |
| 3273 |  252 |
| 3274 |  250 |
| 3275 |  251 |
| 3276 |  250 |
| 3277 |  250 |
| 3278 |  250 |
| 328  |  677 |
| 3285 |  367 |
| 3286 |  370 |
| 3287 |  297 |
| 3288 |  271 |
| 329  |  685 |
| 3290 |  329 |
| 3291 |  386 |
| 3292 |  302 |
| 3293 |  427 |
| 3295 |  334 |
| 3296 |  326 |
| 3297 |  236 |
| 3298 |  236 |
| 3299 |  241 |
| 33   |  418 |
| 330  |  593 |
| 3301 |  248 |
| 3302 |  248 |
| 3303 |  351 |
| 3304 |  484 |
| 3305 |  433 |
| 3306 |  345 |
| 3308 |  595 |
| 3309 |  295 |
| 3311 |  171 |
| 3312 |  130 |
| 3313 |  238 |
| 3314 |  137 |
| 3315 |  130 |
| 3316 |  133 |
| 3319 |  246 |
| 3320 |  251 |
| 3321 |  250 |
| 3324 |  347 |
| 3325 |  444 |
| 3327 |  269 |
| 3328 |  497 |
| 333  |  392 |
| 3330 |  445 |
| 3331 |  422 |
| 3332 |  389 |
| 3334 |  345 |
| 3335 |  473 |
| 3336 |  341 |
| 334  |  494 |
| 3342 |  299 |
| 3343 |  329 |
| 3345 |  206 |
| 3347 |  259 |
| 3348 |  246 |
| 3349 |  250 |
| 335  |  622 |
| 3350 |  250 |
| 3351 |  250 |
| 3352 |  229 |
| 3353 |  252 |
| 3354 |  250 |
| 3355 |  246 |
| 3356 |  505 |
| 3359 |  350 |
| 336  |  656 |
| 3360 |  285 |
| 3361 |  169 |
| 3363 |  400 |
| 3366 |  383 |
| 3367 |  462 |
| 337  |  669 |
| 3370 |  328 |
| 3372 |  293 |
| 3375 |  271 |
| 3377 |  252 |
| 3378 |  268 |
| 3379 |  294 |
| 338  |  692 |
| 3380 |  255 |
| 3383 |  378 |
| 3384 |  158 |
| 3385 |  173 |
| 3388 |  278 |
| 339  |  671 |
| 3390 |  126 |
| 3392 |  145 |
| 3393 |  157 |
| 3394 |  200 |
| 3395 |  197 |
| 3396 |  275 |
| 3397 |  277 |
| 3398 |  232 |
| 3399 |  253 |
| 34   |  290 |
| 340  |  639 |
| 3400 |  207 |
| 3402 |  257 |
| 3403 |  296 |
| 3404 |  281 |
| 3406 |  270 |
| 3407 |  265 |
| 3408 |  309 |
| 3409 |  363 |
| 341  |  686 |
| 3410 |  135 |
| 3411 |  346 |
| 3419 |  144 |
| 3420 |  190 |
| 3421 |  233 |
| 3423 |  191 |
| 3424 |  164 |
| 3428 |  391 |
| 3429 |  270 |
| 3430 |  278 |
| 3431 |  205 |
| 3433 |  337 |
| 3436 |  241 |
| 3439 |  202 |
| 3440 |  279 |
| 3442 |  228 |
| 3443 |  313 |
| 3444 |  238 |
| 3445 |  261 |
| 3446 |  191 |
| 3447 |  227 |
| 3448 |  270 |
| 3449 |  330 |
| 3450 |  292 |
| 3451 |  388 |
| 3453 |  207 |
| 3454 |  295 |
| 3457 |  275 |
| 3463 |  271 |
| 3464 |  316 |
| 3465 |  333 |
| 3466 |  199 |
| 3467 |  162 |
| 3468 |  173 |
| 347  |  564 |
| 3470 |  149 |
| 3472 |  219 |
| 3474 |  298 |
| 3475 |  410 |
| 3476 |  265 |
| 3477 |  260 |
| 3478 |  269 |
| 348  |  352 |
| 3480 |  350 |
| 3481 |  260 |
| 3482 |  193 |
| 3483 |  183 |
| 3484 |  224 |
| 3486 |  301 |
| 3488 |  723 |
| 349  |  594 |
| 3490 |  481 |
| 3491 |  594 |
| 3492 |  462 |
| 3493 |  337 |
| 3494 |  471 |
| 3495 |  215 |
| 3496 |  253 |
| 3497 |  215 |
| 3499 |  246 |
| 35   |  253 |
| 3500 |  262 |
| 3501 |  231 |
| 3503 |  623 |
| 3504 |  387 |
| 3506 | 1031 |
| 3507 |  380 |
| 3508 |  587 |
| 351  |  460 |
| 3510 |  314 |
| 3511 |  454 |
| 3512 |  388 |
| 3513 |  390 |
| 3515 |  390 |
| 3516 |  407 |
| 3517 |  406 |
| 3518 |  402 |
| 3519 |  396 |
| 3520 |  320 |
| 3522 |  370 |
| 3523 |  220 |
| 3524 |  411 |
| 3525 |  394 |
| 3527 |  387 |
| 3528 |  125 |
| 3530 |  131 |
| 3531 |  208 |
| 3532 |  212 |
| 3533 |  176 |
| 3534 |  168 |
| 3535 |  229 |
| 3536 |  201 |
| 3537 |  194 |
| 3538 |  198 |
| 3539 |  200 |
| 3540 |  232 |
| 3542 |  209 |
| 3543 |  134 |
| 3544 |  460 |
| 3550 |  364 |
| 3551 |  221 |
| 3552 |  352 |
| 3553 |  275 |
| 3554 |  284 |
| 3555 |  276 |
| 3556 |  261 |
| 3557 |  247 |
| 3558 |  179 |
| 3559 |  246 |
| 3560 |  285 |
| 3562 |  407 |
| 3563 |  368 |
| 3564 |  255 |
| 3565 |  454 |
| 3566 |  418 |
| 3567 |  373 |
| 3568 |  531 |
| 3570 |  336 |
| 3571 |  469 |
| 3574 |  182 |
| 358  |  562 |
| 3583 |  264 |
| 3584 |  461 |
| 3585 |  457 |
| 3586 |  483 |
| 3589 |  397 |
| 359  |  391 |
| 3590 |  386 |
| 3591 |  438 |
| 3592 |  350 |
| 3595 |  350 |
| 3596 |  344 |
| 3597 |  241 |
| 3598 |  258 |
| 3599 |  247 |
| 360  |  294 |
| 3600 |  270 |
| 3601 |  313 |
| 3602 |  294 |
| 3603 |  299 |
| 3604 |  307 |
| 3606 |  594 |
| 3607 |  711 |
| 3608 |  429 |
| 3609 |  421 |
| 3613 |  313 |
| 3615 |  502 |
| 3616 |  545 |
| 3617 |  350 |
| 3618 |  397 |
| 3619 |  484 |
| 3620 |  367 |
| 3621 |  487 |
| 3622 |  507 |
| 3623 |  523 |
| 3624 |  636 |
| 3625 |  330 |
| 3626 |  368 |
| 3627 |  539 |
| 3629 |  624 |
| 3630 |  360 |
| 3631 |  503 |
| 3633 |  376 |
| 3634 |  424 |
| 3635 |  368 |
| 3636 |  399 |
| 3637 |  452 |
| 3638 |  347 |
| 3639 |  395 |
| 3640 |  355 |
| 3641 |  443 |
| 3642 |  300 |
| 3643 |  424 |
| 3645 |  414 |
| 3646 |  532 |
| 3648 |  569 |
| 3649 |  562 |
| 365  |  338 |
| 3650 |  541 |
| 3652 |  394 |
| 3653 |  496 |
| 3654 |  543 |
| 3655 |  495 |
| 3656 |  517 |
| 3657 |  472 |
| 3658 |  488 |
| 3659 |  392 |
| 366  |  346 |
| 3660 |  623 |
| 3661 |  547 |
| 3662 |  363 |
| 3663 |  441 |
| 3664 |  426 |
| 3665 |  420 |
| 3666 |  450 |
| 3667 |  329 |
| 3668 |  324 |
| 3669 |  413 |
| 3670 |  401 |
| 3671 |  391 |
| 3672 |  362 |
| 3673 |  364 |
| 3675 |  312 |
| 3677 |  348 |
| 3678 |  388 |
| 3679 |  388 |
| 368  |  408 |
| 3681 |  368 |
| 3682 |  306 |
| 3683 |  394 |
| 3684 |  342 |
| 3685 |  309 |
| 3687 |  303 |
| 3688 |  270 |
| 3689 |  307 |
| 369  |  252 |
| 3690 |  290 |
| 3691 |  277 |
| 3692 |  305 |
| 3693 |  461 |
| 3694 |  479 |
| 3697 |  501 |
| 3698 |  488 |
| 3699 |  449 |
| 3700 |  464 |
| 3702 |  494 |
| 3703 |  491 |
| 3704 |  501 |
| 3705 |  895 |
| 3707 |  466 |
| 3708 |  462 |
| 3709 |  512 |
| 3710 |  414 |
| 3711 |  508 |
| 3716 |  448 |
| 3717 |  471 |
| 3718 |  481 |
| 3719 |  548 |
| 372  |  356 |
| 3721 |  487 |
| 3722 |  519 |
| 3723 |  547 |
| 3724 |  529 |
| 3725 |  168 |
| 3726 |  209 |
| 3727 |  237 |
| 3729 |  210 |
| 3730 |  277 |
| 3733 |  231 |
| 3735 |  386 |
| 3736 |  521 |
| 3737 |  371 |
| 3738 |  374 |
| 3739 |  419 |
| 3741 |  436 |
| 3742 |  454 |
| 3743 |  414 |
| 3744 |  484 |
| 3745 |  381 |
| 3746 |  488 |
| 3747 |  510 |
| 3748 |  393 |
| 3749 |  377 |
| 375  |  150 |
| 3750 |  480 |
| 3754 |  438 |
| 3755 |  376 |
| 3756 |  395 |
| 3757 |  338 |
| 3758 |  320 |
| 3759 |  340 |
| 376  |  420 |
| 3760 |  302 |
| 3761 |  505 |
| 3762 |  392 |
| 3763 |  296 |
| 3764 |  308 |
| 3766 |  366 |
| 3769 |  496 |
| 3770 |  426 |
| 3771 |  334 |
| 3772 |  347 |
| 3773 |  475 |
| 3774 |  375 |
| 3775 |  452 |
| 3776 |  406 |
| 3777 |  350 |
| 3778 |  429 |
| 378  |  570 |
| 3780 |  363 |
| 3781 |  431 |
| 3783 |  488 |
| 3784 |  492 |
| 3786 |  509 |
| 3787 |  354 |
| 3788 |  328 |
| 3789 |  506 |
| 3790 |  466 |
| 3791 |  513 |
| 3793 |  427 |
| 3795 |  332 |
| 3796 |  560 |
| 3797 |  410 |
| 3798 |  395 |
| 380  |  588 |
| 3802 |  193 |
| 3804 |   88 |
| 3805 |  248 |
| 3806 |  253 |
| 3807 |  236 |
| 3812 |  250 |
| 3814 |  410 |
| 3816 |  296 |
| 3819 |  413 |
| 382  |  397 |
| 3820 |  320 |
| 3824 |  342 |
| 3826 |  370 |
| 3829 |  209 |
| 383  |  371 |
| 3830 |  351 |
| 3831 |  262 |
| 3832 |  269 |
| 3835 |  367 |
| 3836 |  327 |
| 3838 |  275 |
| 3839 |  348 |
| 384  |  473 |
| 3841 |  348 |
| 3842 |  416 |
| 3846 |  308 |
| 3847 |  294 |
| 3849 |  303 |
| 3855 |  303 |
| 3856 |  308 |
| 3857 |  358 |
| 3859 |  337 |
| 3860 |  416 |
| 3861 |  352 |
| 3862 |  381 |
| 3863 |  448 |
| 3867 |  325 |
| 3868 |  338 |
| 3869 |  351 |
| 3870 |  372 |
| 3872 |  395 |
| 3874 |  236 |
| 3875 |  289 |
| 3880 |  386 |
| 3881 |  316 |
| 3883 |  287 |
| 3884 |  533 |
| 3886 |  404 |
| 3888 |  326 |
| 389  |  165 |
| 3892 |  309 |
| 3893 |  302 |
| 3895 |  705 |
| 3896 |  454 |
| 3897 |  369 |
| 3898 |  406 |
| 3899 |  500 |
| 3901 |  507 |
| 3902 |  457 |
| 3904 |  461 |
| 3905 |  493 |
| 3906 |  415 |
| 3907 |  390 |
| 3909 |  456 |
| 3910 |  394 |
| 3911 |  399 |
| 3912 |  398 |
| 3913 |  424 |
| 3915 |  419 |
| 3916 |  372 |
| 3917 |  343 |
| 392  |  187 |
| 3920 |  307 |
| 3921 |  315 |
| 3922 |  367 |
| 3923 |  314 |
| 3924 |  336 |
| 3927 |  323 |
| 3928 |  439 |
| 3929 |  372 |
| 393  |  216 |
| 3930 |  429 |
| 3931 |  348 |
| 3935 |  383 |
| 3937 |  389 |
| 3938 |  501 |
| 3940 |  340 |
| 3943 |  348 |
| 3944 |  370 |
| 3945 |  393 |
| 3946 |  390 |
| 3947 |  436 |
| 3949 |  430 |
| 3950 |  410 |
| 3951 |  395 |
| 3953 |  396 |
| 3954 |  435 |
| 3955 |  390 |
| 3957 |  423 |
| 3958 |  371 |
| 3959 |  383 |
| 3960 |  355 |
| 3961 |  322 |
| 3962 |  335 |
| 3963 |  370 |
| 3964 |  372 |
| 3965 |  337 |
| 3966 |  333 |
| 3968 |  308 |
| 3971 |  553 |
| 3973 |  310 |
| 3974 |  398 |
| 3975 |  459 |
| 3976 |  318 |
| 3978 |  421 |
| 3979 |  390 |
| 3980 |  445 |
| 3982 |  422 |
| 3984 |  398 |
| 3985 |  398 |
| 3987 |  304 |
| 3989 |  394 |
| 399  |  295 |
| 3990 |  396 |
| 3994 |  355 |
| 3995 |  356 |
| 3996 |  373 |
| 3997 |  394 |
| 3999 |  392 |
| 400  |  292 |
| 4000 |  410 |
| 4001 |  351 |
| 4002 |  316 |
| 4004 |  259 |
| 4005 |  313 |
| 4007 |  329 |
| 4008 |  339 |
| 4009 |  340 |
| 4010 |  385 |
| 4014 |  283 |
| 4016 |  422 |
| 4017 |  212 |
| 4018 |  327 |
| 4021 |  371 |
| 4023 |  356 |
| 4024 |  387 |
| 4027 |  392 |
| 4028 |  419 |
| 4029 |  454 |
| 4031 |  422 |
| 4032 |  477 |
| 4033 |  395 |
| 4036 |  281 |
| 4037 |  351 |
| 4038 |  347 |
| 4039 |  256 |
| 4040 |  257 |
| 4041 |  332 |
| 4042 |  372 |
| 4043 |  431 |
| 4044 |  233 |
| 4045 |  365 |
| 4046 |  411 |
| 4047 |  378 |
| 4048 |  372 |
| 4049 |  322 |
| 405  |  269 |
| 4050 |  395 |
| 4051 |  389 |
| 4052 |  351 |
| 4053 |  370 |
| 4054 |  369 |
| 4057 |  317 |
| 4059 |  387 |
| 4060 |  367 |
| 4061 |  347 |
| 4062 |  404 |
| 4063 |  400 |
| 4064 |  392 |
| 4065 |  338 |
| 4067 |  285 |
| 4069 |  453 |
| 4070 |  395 |
| 4072 |  314 |
| 4075 |  450 |
| 4076 |  286 |
| 4077 |  424 |
| 4079 |  409 |
| 4080 |  347 |
| 4081 |  366 |
| 4082 |  640 |
| 4085 |  401 |
| 4086 |  426 |
| 4087 |  489 |
| 4088 |  360 |
| 4089 |  475 |
| 409  |  165 |
| 4091 |  370 |
| 4092 |  359 |
| 4093 |  359 |
| 4094 |  429 |
| 4095 |  389 |
| 4096 |  380 |
| 4097 |  440 |
| 4098 |  435 |
| 4099 |  331 |
| 4100 |  366 |
| 4102 |  337 |
| 4103 |  343 |
| 4104 |  355 |
| 4105 |  387 |
| 4106 |  452 |
| 4108 |  351 |
| 4109 |  440 |
| 4110 |  376 |
| 4111 |  416 |
| 4112 |  357 |
| 4113 |  313 |
| 4115 |  153 |
| 4119 |  388 |
| 412  |  288 |
| 4123 |  384 |
| 4124 |  432 |
| 4125 |  380 |
| 4126 |  319 |
| 4130 |  317 |
| 4131 |  307 |
| 4135 |  313 |
| 414  |  512 |
| 415  |  479 |
| 417  |  231 |
| 420  |  318 |
| 422  |  313 |
| 423  |  448 |
| 425  |  412 |
| 426  |  417 |
| 429  |  160 |
| 430  |  182 |
| 432  |  176 |
| 434  |  414 |
| 436  |  308 |
| 438  |  192 |
| 442  |  297 |
| 443  |  204 |
| 444  |  206 |
| 446  |  152 |
| 447  |  193 |
| 449  |  292 |
| 45   |  608 |
| 450  |  238 |
| 452  |  241 |
| 453  |  167 |
| 454  |  212 |
| 455  |  194 |
| 456  |  403 |
| 458  |  435 |
| 46   |  633 |
| 461  |  394 |
| 462  |  342 |
| 463  |  367 |
| 464  |  481 |
| 4641 |  299 |
| 4644 |  377 |
| 4646 |  524 |
| 4648 |  428 |
| 4649 |  618 |
| 465  |  260 |
| 4650 |  524 |
| 4652 |  392 |
| 4653 |  234 |
| 4654 |  276 |
| 4655 |  299 |
| 4656 |  302 |
| 4657 |  270 |
| 4658 |  274 |
| 4659 |  403 |
| 466  |  245 |
| 4660 |  288 |
| 4661 |  306 |
| 4662 |  347 |
| 4663 |  284 |
| 4665 |  212 |
| 4666 |  296 |
| 4667 |  321 |
| 4668 |  255 |
| 4670 |  209 |
| 4672 |  362 |
| 4673 |  162 |
| 4677 |  311 |
| 4678 |  210 |
| 468  |  208 |
| 4680 |  279 |
| 4682 |  240 |
| 4685 |  242 |
| 4686 |  274 |
| 4687 |  259 |
| 470  |  166 |
| 471  |  219 |
| 472  |  320 |
| 473  |  446 |
| 474  |  240 |
| 475  |  223 |
| 476  |  200 |
| 477  |  245 |
| 478  |  290 |
| 479  |  271 |
| 480  |  225 |
| 481  |  298 |
| 482  |  200 |
| 483  |  211 |
| 484  |  321 |
| 485  |  214 |
| 487  |  260 |
| 490  |  170 |
| 491  |  208 |
| 493  |  244 |
| 494  |  220 |
| 495  |  205 |
| 496  |  284 |
| 497  |  236 |
| 5    |  387 |
| 50   |  395 |
| 500  |  330 |
| 501  |  360 |
| 507  |  167 |
| 508  |  157 |
| 509  |  193 |
| 510  |  196 |
| 511  |  248 |
| 512  |  295 |
| 513  |  232 |
| 514  |  228 |
| 515  |  237 |
| 516  |  262 |
| 517  |  265 |
| 518  |  272 |
| 519  |  247 |
| 52   |  395 |
| 520  |  261 |
| 521  |  280 |
| 523  |  260 |
| 525  |  336 |
| 528  |  232 |
| 529  |  262 |
| 53   |  327 |
| 531  |  262 |
| 532  |  279 |
| 533  |  237 |
| 534  |  273 |
| 535  |  249 |
| 536  |  276 |
| 538  |  252 |
| 539  |  261 |
| 541  |  387 |
| 542  |  371 |
| 543  |  381 |
| 544  |  405 |
| 545  |  230 |
| 546  |  233 |
| 547  |  260 |
| 548  |  229 |
| 549  |  245 |
| 550  |  269 |
| 551  |  228 |
| 552  |  260 |
| 553  |  266 |
| 555  |  229 |
| 560  |  152 |
| 561  |  202 |
| 563  |  187 |
| 564  |  169 |
| 565  |  223 |
| 566  |  243 |
| 567  |  194 |
| 568  |  220 |
| 571  |  340 |
| 572  |  345 |
| 573  |  362 |
| 575  |  332 |
| 577  |  416 |
| 579  |  384 |
| 580  |  235 |
| 581  |  259 |
| 582  |  283 |
| 583  |  202 |
| 584  |  208 |
| 586  |  204 |
| 587  |  389 |
| 588  |  280 |
| 590  |  315 |
| 592  |  345 |
| 596  |  269 |
| 597  |  246 |
| 598  |  178 |
| 599  |  242 |
| 601  |  218 |
| 602  |  188 |
